name,price,profit
Share-XAIO,31.75,32.79
Share-UNEB,0,38.85
Share-YHVF,-2.12,1.17
Share-YHFO,15.18,20.6
Share-KNRV,5.85,4.45
Share-CVGN,-3.1,32.9
Share-UYMS,24.78,7.08
Share-OGCK,0,22.52
Share-ZNVI,22.91,18.8
Share-BMHD,4.85,38.29
Share-QCZB,-8.35,28.11
Share-YWCY,43.03,22.51
Share-KRLB,0,25.87
Share-NZJM,-2.91,26.15
Share-GHIS,22.48,35.15
Share-TCMR,0,23.49
Share-IKPS,-5.44,32.01
Share-BUGW,16.09,8.41
Share-KGJS,20.09,12.89
Share-FKHU,-2.74,31.69
Share-OZNC,0,6.15
Share-HGSA,28.15,34.04
Share-GJHJ,38.56,14.7
Share-VTTC,0,20.25
Share-JVCL,-7.09,39.69
Share-IADB,30.62,2.31
Share-DYVD,0.28,10.25
Share-XXGR,22.63,16.91
Share-MMBX,0,21.18
Share-RHIE,37.8,14.57
Share-XMSS,0,11.89
Share-ERXT,23.33,25.49
Share-LUNI,27.4,28.93
Share-NEJL,0,38.29
Share-EVZE,36.15,7.9
Share-CEGT,0,33.94
Share-YIFQ,15.85,34.64
Share-ERQY,17.3,0.71
Share-HZSS,-7.63,31.67
Share-UJHM,18.19,20.96
Share-QBQM,39.76,5.1
Share-RYPH,43.47,2.19
Share-PLKN,28.24,30.97
Share-RURD,31.36,8.98
Share-MDLX,46.12,24.06
Share-XQBD,0,37.58
Share-IRSP,33.68,11.49
Share-SKHH,0,2.33
Share-XYMR,14.49,35.3
Share-MZYO,31.68,31.59
Share-DDLU,18.94,36.42
Share-GPGJ,23.39,21.54
Share-OSAQ,26.78,37.22
Share-OSSO,-1.6,33.17
Share-FWZL,-2.32,21.41
Share-SNYR,16.44,4.49
Share-PVAU,43.11,30.85
Share-TFLS,0,30.97
Share-PACD,24.19,12.97
Share-HQTP,23.49,6.73
Share-UPCV,32.45,38.9
Share-TBEA,6.85,3.71
Share-QWMB,21.45,15.82
Share-AHMF,0,16.54
Share-ACNT,0,13.59
Share-TDXN,0,1.05
Share-FSGV,16.41,22.64
Share-TPBA,-6.32,12.93
Share-TVEZ,0,28.45
Share-CREF,18.65,11.41
Share-MKDP,-9.11,32.02
Share-JYBL,0,33.73
Share-RWJV,29.66,13.61
Share-DVQD,0,0.97
Share-XTJO,14.06,4.56
Share-PQXE,31.45,7
Share-DOOX,-5.82,26.73
Share-RNSZ,28.16,8.96
Share-BUKX,-9.31,0.23
Share-KPST,19.88,4.47
Share-UOPO,21.9,6.11
Share-SHKO,19.14,19.71
Share-VKXZ,0,1.05
Share-GUES,-4.26,17.56
Share-EMME,-4.62,0.36
Share-BOGI,8.12,9.59
Share-KUHB,-5.98,4.82
Share-ADAJ,-9.8,21.35
Share-GONR,0,30.51
Share-KLTG,0,25.75
Share-IFCZ,35.97,36.97
Share-ZTKH,25.18,25.6
Share-MXLA,36.24,22.58
Share-VWRL,14.74,3.04
Share-FALC,-4.26,5.63
Share-BUBP,0,9.71
Share-BPWV,19.59,22.62
Share-DWSK,29.49,39.35
Share-ZFSS,42.55,25.23
Share-BSQQ,-2.68,34.82
Share-CIUN,0,32.11
Share-LXEY,-1.09,33.74
Share-PMUE,0,5.28
Share-PNLH,36.64,4.51
Share-BYAC,9.16,13.42
Share-MCJD,29.98,23.25
Share-DBYP,26.7,0.5
Share-TLTU,0,30.44
Share-ZMEM,17.45,22.94
Share-GSQW,20,10.74
Share-DSRB,23.63,15.37
Share-GFVQ,0,26.66
Share-GTSA,-1.71,7.52
Share-FBUF,19.82,20.24
Share-NFQC,-6.85,20.62
Share-XCGP,0,32.25
Share-FCSH,33.12,5.95
Share-GJRG,-2.96,29.36
Share-LFXB,14.83,39.79
Share-LKDU,30.25,30.64
Share-JYGH,30.01,30.66
Share-TOUF,29.21,22.65
Share-WBUC,19.68,24.55
Share-MQIP,0,16.35
Share-DMWH,32.02,32.63
Share-VCAX,27.42,38.99
Share-VEES,21.46,10.87
Share-ZJJY,34.89,7.99
Share-VEOE,0,2.88
Share-LQEZ,34.46,23.18
Share-NQKJ,-5.54,23.78
Share-VKDR,33.89,0.7
Share-FFLH,19.47,6.15
Share-GINJ,-9.26,34.04
Share-FIUH,20.07,2.63
Share-MIWG,14.98,14.55
Share-TWII,42.89,16.87
Share-IOMJ,0,28.01
Share-IKGL,15.37,4.75
Share-CVCZ,0,15
Share-OKKJ,34.17,7.16
Share-NGXI,25.12,4.54
Share-ZBMB,30.24,14.47
Share-BINC,28.28,23.62
Share-TXUW,13.95,26.45
Share-PSAK,0,3.77
Share-FUVN,-7.97,17.47
Share-RBCS,9.4,30.1
Share-HUCA,0,3.19
Share-EKVH,11.02,20.13
Share-HLSI,16.7,7.74
Share-EPSR,-1.22,8.86
Share-QDMR,-2.79,15.78
Share-JIJJ,0,37.64
Share-LIWC,25.44,4.84
Share-TBCG,30.47,5.04
Share-RXRT,26.12,27.09
Share-VQQX,9.62,37.78
Share-PAZC,-7.87,1.16
Share-QVOY,17.28,11.33
Share-TGPO,14.38,35.25
Share-ULMZ,33.81,7.78
Share-SACC,33.01,8.71
Share-BWCL,0,3.65
Share-NILH,33.32,35.94
Share-TDDN,20.42,11.43
Share-AELM,25.51,25.43
Share-DTQP,-0.61,35.66
Share-FFLB,26.59,19.17
Share-ZHJB,23.06,3.15
Share-LBVL,17.09,26.3
Share-ZZJX,23.26,36.19
Share-UQDO,0,14.81
Share-OQIM,29.75,31.2
Share-UQIN,0,1.54
Share-BEIH,0,10.79
Share-NECJ,0,18.28
Share-UCGO,0,12.45
Share-FELN,35.45,8.58
Share-ERUA,-5.93,25.97
Share-IJOA,29.73,26.58
Share-ZLUL,0,7.28
Share-SFQC,36.53,38.92
Share-FXQO,33.71,12.83
Share-DXMK,17.72,21.43
Share-YNBV,9.36,11.26
Share-WPUY,35.63,3.91
Share-BWED,24.3,38.52
Share-MRIQ,-9.57,21.6
Share-FFES,17.95,27.55
Share-WAPQ,25.97,27.06
Share-IJFT,40.91,38.89
Share-BGOI,0,11.8
Share-ZKSN,22.83,38.63
Share-RQHA,13.78,3.77
Share-HNPG,-3,8.03
Share-JTPQ,23.51,2.79
Share-IWTG,11.75,35.05
Share-UTYJ,9.38,8.02
Share-OLJH,20.23,5.43
Share-TDAD,-4.17,8.5
Share-QRVC,28.67,23.16
Share-CFHP,33.9,27.75
Share-CKKT,0,17.39
Share-FAPS,32.57,39.54
Share-JRJR,36.77,32.57
Share-YYXG,19.45,34.09
Share-DSOO,1.49,12.11
Share-QHYW,-4.25,24.52
Share-BIJV,18.05,37.44
Share-KOXO,-5.28,30.05
Share-TWBW,0,5.89
Share-DAVR,-2.08,31.85
Share-JEWG,29.24,12.79
Share-XZJA,0,13.35
Share-LKJC,0,16.82
Share-ZCCM,0,37.66
Share-IVRT,-3.72,38.3
Share-QODF,30.91,26.77
Share-WPRY,6.46,10.71
Share-MSRD,41.52,0.61
Share-QGLA,-6.54,30.55
Share-XPMP,36.14,27.26
Share-KGMP,32.57,37.77
Share-OFQO,22.91,34.94
Share-HVGG,0,34.66
Share-TUCI,23.94,20.01
Share-SFHD,-8.94,32.99
Share-GQOC,-7.98,33.91
Share-OCKK,3.16,36.39
Share-HODN,0,16.21
Share-ZSES,-6.66,18.23
Share-XPNN,0,19.55
Share-DLNE,44.06,36.74
Share-JAWY,31,8
Share-RMKL,17.16,14.01
Share-PVOF,0,3.57
Share-TLSA,-0.32,21.87
Share-ZHDR,4.22,3.68
Share-XGGB,-9.78,24.63
Share-GRVG,7.13,24.38
Share-CSHN,0,23.89
Share-BPPA,3.97,14.73
Share-HDJP,29.36,12.83
Share-DYFQ,31.8,22.62
Share-LEOL,-8.27,6.3
Share-MWRK,-6.24,13.88
Share-CRTA,0,6.36
Share-SUWC,0,2.41
Share-XEFZ,41.35,31.26
Share-AMXX,-0.41,37.6
Share-RIZG,0,10.61
Share-QHSX,0,10.49
Share-ICZI,0,27.56
Share-YUAW,32.12,10.26
Share-QCTW,-3.02,39.18
Share-DJZF,34.37,36.63
Share-XFTN,-6.37,8.1
Share-WWYR,19.78,7.12
Share-PPQF,-8.16,12.13
Share-JGTW,35.29,39.43
Share-YJBT,-7.5,6.08
Share-RBKG,-9.58,14.64
Share-YSYQ,0,1.08
Share-CFTN,0,5.99
Share-YRHL,0,11.63
Share-VPJK,0,30.19
Share-OOGV,-3.73,32.44
Share-FPKK,10.23,11.27
Share-TGDY,21.98,37.52
Share-SFLQ,-8.46,4.1
Share-CKTX,-1.68,26.75
Share-IZPU,0,28.17
Share-VYEK,-7.89,34.58
Share-XLUL,35.16,33.36
Share-KLBZ,0,32.4
Share-TOSB,0,26.08
Share-VSLW,0,4.17
Share-FRMR,18.72,25.46
Share-LZQF,0,30.97
Share-OBRM,0,24.95
Share-KKOT,0,9.93
Share-CBVX,43.33,18.25
Share-ELVN,-2.03,34.17
Share-FKYG,0,39.29
Share-NOSY,-3.91,14.11
Share-FWMI,24.34,23.41
Share-GBUK,25.36,17.82
Share-BBNF,3.29,28.48
Share-JWKJ,-8.34,20.76
Share-GRZE,0,31.32
Share-FNTB,39.06,12.24
Share-GBAP,-4.27,8.79
Share-ZKPO,0,22.61
Share-FVKD,-2.34,25.72
Share-ROAL,21.08,13.19
Share-LXVS,0,11.23
Share-DVGV,27.55,1.69
Share-AROQ,37.11,2.09
Share-OWMP,9.43,23.39
Share-CFDA,21.7,32.82
Share-BDCW,31.46,33.81
Share-KFMH,31.05,32.89
Share-IYRM,-2.73,4.34
Share-DHIE,11.03,20.59
Share-SBXE,43.11,17.99
Share-ZVCC,18.35,20.42
Share-CDAN,-1.67,39.83
Share-LBBB,-2.14,34.34
Share-FFKQ,0,26.76
Share-OVMJ,0,19.15
Share-AAXN,33.88,2.54
Share-CXYC,8.5,35.73
Share-UMKL,20.68,3.83
Share-SODF,18.72,34.15
Share-TPXH,0,39.47
Share-VUMM,36.71,38.31
Share-EOMZ,38,17.61
Share-QVUJ,47.27,7.18
Share-MNKR,28.36,24.82
Share-MEXS,-0.18,20.46
Share-KPCE,0,3.12
Share-LHAJ,-7.75,16.38
Share-EGRN,0,22.96
Share-GIXZ,17.23,35.66
Share-LKSD,0.12,9.14
Share-NFTL,26.08,19.3
Share-EOEN,11.96,27.67
Share-NUSH,-7.49,22.04
Share-UTYB,0,24.63
Share-KQPV,15.27,16.5
Share-EGHA,27.27,9.71
Share-TNXZ,0,22.72
Share-NESS,37.52,15.65
Share-TBCK,23.36,0.49
Share-XLIZ,0,19.44
Share-SVIR,-4.81,21.77
Share-UDRD,36.88,19.92
Share-NSCW,-3.34,18.23
Share-IOER,0,6.68
Share-IHUL,0,20.46
Share-VNUT,30.18,10.88
Share-CTBT,22.53,1.52
Share-TVSH,19.74,28.08
Share-XJGM,0,36.69
Share-SHSN,0,31.29
Share-HQHI,36.56,22.24
Share-XLSC,32.49,7.65
Share-JPEA,-9.87,29.72
Share-CQPJ,24.73,12.06
Share-SAUO,-9.78,23.54
Share-PSQJ,0,14.15
Share-SXKM,-5.91,22.02
Share-KARR,0,16.45
Share-ROML,0,32.17
Share-CPMK,0,18.26
Share-OBUD,30.74,20.69
Share-CLOD,28,11.79
Share-CRQO,-6.93,3.87
Share-PRUE,-2.96,23.62
Share-VTYT,-1.53,27.2
Share-MCNV,-4.61,33.91
Share-QPDS,19.19,22.79
Share-USPX,20.7,11.1
Share-TMRA,17.72,34.66
Share-GGCX,26.26,27.5
Share-QPIK,-1.62,23.09
Share-FAKH,7.65,38.46
Share-LUAH,0,22.97
Share-LJDZ,25.25,32.47
Share-MZLD,14.98,36.62
Share-OOQI,-5.61,32.19
Share-EAWS,6.23,7.33
Share-CXHY,0,20.01
Share-HPWH,26.76,33.57
Share-GVNC,0,37.1
Share-GWLR,44,9.48
Share-SNZC,-1.06,12.96
Share-UIOB,0,9.43
Share-AYYS,-1.56,8.96
Share-OMTW,29.62,1.32
Share-EWXE,0,30.48
Share-WMPH,-9.62,13.4
Share-UBFI,25.59,30.77
Share-CWXW,32.49,13.9
Share-OTJL,0,30.47
Share-GWDU,-0.11,39.44
Share-KVRJ,21.03,21.91
Share-BHNC,-2.05,23.54
Share-AXQS,30.59,14.59
Share-OZPK,27.29,14.02
Share-GLFG,8.52,5.8
Share-NDSA,27.98,23.29
Share-HPAE,33.19,23.93
Share-SURL,40.57,7.72
Share-PILL,15.36,31.89
Share-EQXP,0,25.18
Share-YBHP,9.53,10.79
Share-WOIE,-1.24,22.39
Share-LDUX,33.71,27.64
Share-SBVQ,0,15.05
Share-IGRU,29.73,9.99
Share-BMCT,-1.79,10.03
Share-KMHQ,21.2,36.69
Share-XYXF,33.13,5.71
Share-BCMT,30,34.45
Share-ROSM,-0.05,27.63
Share-NPQZ,0,38.26
Share-YPVN,30.02,34.97
Share-ZBEV,0,13.5
Share-EURX,22.82,15.03
Share-QQGM,-2.87,17.89
Share-UNGP,32.88,33.2
Share-IKWU,0,3.99
Share-OFHH,-2.33,38.23
Share-ZRON,-5.49,32.35
Share-UWPP,0,19.75
Share-GWPH,11.62,12.27
Share-NGBD,20.12,7.99
Share-TBBO,-5.2,25.96
Share-OZRS,20.76,22.39
Share-SKSP,-9.22,7.59
Share-TFYL,-5.93,32.65
Share-NDBC,-9.37,4.29
Share-XNKA,-4.54,3.22
Share-UURA,0,31.97
Share-YFTA,39.77,32.82
Share-XDKC,44.74,20.55
Share-EPTK,20.35,35.89
Share-BTJG,29.58,3.74
Share-DKEH,0,4.9
Share-VGQZ,-6.13,22.28
Share-AWIK,-8.01,37.1
Share-GITY,17.03,20.1
Share-SWNS,14.79,2.14
Share-BKDR,16.33,0.69
Share-CIGZ,33.17,3.62
Share-FEWX,10.94,12.14
Share-HNRK,24.64,6.33
Share-DMCN,25.31,22.47
Share-NTHP,8.91,6.32
Share-URZP,39.54,14.98
Share-KPDP,18.73,5.06
Share-BCRH,0,26.95
Share-AOMD,-1.64,3.15
Share-PQAL,25.73,1.07
Share-XDFA,0,7.72
Share-FCHD,12.39,38.28
Share-GEDB,28.1,26.53
Share-KJOZ,0,10.88
Share-NJGR,20.98,0.68
Share-UXRX,-9.08,14.68
Share-DGVO,15.59,17.89
Share-WGAF,0,16.26
Share-GUDZ,-4.59,27.1
Share-OEKW,0,8.88
Share-XNVJ,31.33,23.64
Share-VVYP,11.07,36.92
Share-MPJI,-8.56,39.72
Share-BIIT,20.36,26.27
Share-LOFX,42.54,15
Share-GVQR,0,19.92
Share-JWGF,48.69,39.93
Share-YVHX,-7.62,20.68
Share-PWFB,0,5.62
Share-EVAU,37.92,29.57
Share-ALIY,29.08,39.93
Share-FYPW,0,12.73
Share-XOMG,-8.94,38.32
Share-AVAP,-3.48,36.34
Share-BLWI,-1.92,25.91
Share-ACFX,29.75,10.99
Share-PBUC,26.13,34.12
Share-SWKP,-5.22,24.17
Share-VNAZ,-4.58,1.48
Share-KHHS,0,13.2
Share-LZLD,-7.85,6.42
Share-TMKW,-3.14,15.38
Share-FNQA,23.96,17.82
Share-TCEJ,29.47,9
Share-FCNH,0,1.99
Share-MMAO,-3.21,12.08
Share-LOGV,31.01,18.26
Share-ALUE,38.3,8.36
Share-KPBW,8.23,37.21
Share-NDKR,33.06,39.91
Share-ZMYD,0,26.24
Share-WSXP,-6.82,12.75
Share-QEVK,49.77,34.38
Share-VAXN,15.74,8.35
Share-PXQN,13.75,11.84
Share-CBYJ,27.41,36.2
Share-JMAE,45.33,0.28
Share-HIRE,13.62,21.12
Share-VCXT,29.19,39.22
Share-ZOFI,-2.84,20.15
Share-FJKT,22.65,6.24
Share-NAFI,34.41,35.83
Share-ABGS,-8.93,11.9
Share-ZQUC,30.29,35.03
Share-XROZ,-0.12,8.46
Share-IKIM,-5.64,18.46
Share-PUCI,-2.54,39.87
Share-CGKF,20.76,2.46
Share-LVOE,28.7,26.27
Share-WUWQ,-2.47,0.5
Share-IZLJ,23.02,32.68
Share-HQJQ,22.69,12.69
Share-XCPD,-4.51,21
Share-DCSI,0,7.84
Share-UYTD,0,18.88
Share-DTZD,0,29.79
Share-GUFP,32.2,14.84
Share-GUFP,14.06,0.37
Share-BWOX,-6.82,4.72
Share-MJMB,20.69,20.21
Share-QGTL,-2,0.34
Share-QSSO,-8.38,38.78
Share-RREX,23.07,14.11
Share-ESIQ,44.85,25.26
Share-XVSR,30.95,9.25
Share-XRFP,26.61,35.9
Share-QMPF,0,17.67
Share-NTYY,-9.81,34.22
Share-MARL,0,2.31
Share-SDCW,-0.2,0.27
Share-XLLI,23.39,11.63
Share-DEQM,-6.84,4.93
Share-TOTF,40.06,12
Share-PDWT,-6.31,33.26
Share-NISD,18.07,31.08
Share-UECW,0,0.95
Share-XFGQ,22.82,19.38
Share-XDSF,12.76,18.05
Share-ITCO,29.87,1.51
Share-NGKD,0,15.8
Share-JJUY,-5.68,17.61
Share-LLKD,17.55,22.73
Share-IBKM,27.23,18.08
Share-IGJC,0,18.9
Share-FUGM,1.94,16.83
Share-OKXH,-8.64,35.66
Share-TEUY,0,34.2
Share-TQDR,37.53,1.63
Share-QHPB,20.77,27.74
Share-AQXM,11.88,16.22
Share-VWEA,0,22.13
Share-VRJZ,31.83,34.86
Share-SMRB,8.06,2.49
Share-YHVQ,22.37,33.39
Share-KJLB,-9.94,1.18
Share-NDYN,0,33.54
Share-QBIL,28.52,25.41
Share-JMLZ,1.27,24.71
Share-XMVT,-5.83,10.05
Share-ZLMC,2.47,31.45
Share-LJAS,-0.75,2.47
Share-ACBZ,-5.05,15.66
Share-GXBP,25.96,1.12
Share-HHSE,16.28,24.55
Share-UWVI,23.16,8.75
Share-ZBIH,40.67,3.46
Share-ZSHC,0,33.58
Share-DQXJ,7.64,25.63
Share-BMVE,0,34.92
Share-WPHZ,0,14.36
Share-NCUV,-6.48,35.31
Share-SCWM,6.42,38.1
Share-UVXN,24.18,0.33
Share-MYLT,-3.97,34.77
Share-ZGPC,-1.39,18.1
Share-ZKOZ,13.65,26.62
Share-KOVS,3.3,15.43
Share-OZDD,34.74,10.7
Share-YUIL,0,6.21
Share-GIUG,36.74,4.23
Share-ZPEC,43.95,18.73
Share-WKQC,30.58,34.92
Share-TVZL,-7.05,25.04
Share-LLWI,31.8,5.58
Share-BDGA,-5.98,14.21
Share-EAWG,38.02,8.44
Share-LXPG,0,22.95
Share-CKQW,0,39.98
Share-JAQD,26.78,15
Share-PUWS,17.8,23.49
Share-XHGB,24.98,18.98
Share-OEYT,14.92,32.1
Share-XLYG,31.06,35.2
Share-LNWD,13.78,25.51
Share-EIAY,-5.57,37.28
Share-SKXD,26.23,15.46
Share-FCAY,-6.77,18.74
Share-RLIR,31.33,20.04
Share-PJCC,0,31.11
Share-EFFN,32.25,22.14
Share-OIWF,29.45,1.83
Share-ESBR,18.89,7.94
Share-GXBC,-3.21,15.62
Share-XBHF,-7.28,16.99
Share-WSRV,-4.52,0.31
Share-MTPO,0,24.41
Share-YJHG,0,32.14
Share-DFGJ,40.44,32.69
Share-REWP,8.72,12.66
Share-GPYU,-7.57,16.88
Share-IZZC,22.24,37.96
Share-NJZA,23.18,7.02
Share-JXIT,33.18,21.21
Share-JKGJ,0,6.73
Share-YLSV,33.17,7.01
Share-VGTY,16.36,2.89
Share-VQCG,0,13.2
Share-PATS,27.7,39.97
Share-KREV,34.5,13.81
Share-QSRS,33.12,8.59
Share-DLCU,47.31,12.86
Share-OXEG,19.68,28.61
Share-STKC,37.31,31.26
Share-SYIK,-8.89,3.29
Share-UUAX,35.36,22.05
Share-DBOZ,15.35,1.26
Share-FWMV,41.68,35.8
Share-NEBB,30.52,2.05
Share-YHLO,-6.4,8.88
Share-XQYT,-1.8,17.52
Share-EBRM,0,1.05
Share-ZOYI,0,26.11
Share-GNHL,10.94,12.59
Share-HLRR,12.11,20.6
Share-UJAG,-3.58,22.08
Share-RLXE,22.5,28.06
Share-ASTA,40.06,24.04
Share-IHZZ,0,19.37
Share-BMQQ,27.67,22.5
Share-SHXC,0,30.42
Share-CDME,24.47,22.92
Share-YCHH,0,36.18
Share-ORYZ,-6.25,7.54
Share-PDIM,32.37,26.89
Share-JZRS,-9.95,33.7
Share-EBSL,29.67,34.32
Share-SMTV,0,12.88
Share-RRWA,0,20.95
Share-BQOC,32.45,31.1
Share-BKIO,34.74,35.5
Share-RBOO,-0.46,24.83
Share-RCYO,0,39.34
Share-QVJV,7.85,5.5
Share-KOIS,29.14,5.06
Share-VARN,0,5.43
Share-GFHS,25.33,34.07
Share-XQVX,0,25.19
Share-EWAK,31.03,5.49
Share-PSMF,33.45,38.87
Share-JHVS,24.24,32.28
Share-RBJY,0,11.54
Share-HLNE,18.42,10.04
Share-EPXG,-4.08,16.53
Share-JKQV,18.53,19.69
Share-LKFF,0,13.53
Share-ONOK,0,21.92
Share-JHKE,16.19,29.24
Share-LAIC,8.57,28.37
Share-NXID,27.88,29.03
Share-ZXMU,26.21,14.2
Share-TQKI,34.66,25.26
Share-HPXC,45.39,3.21
Share-IPEY,0,19.92
Share-UXKW,43.27,28.74
Share-FEST,18.96,2.42
Share-UMVN,27.94,3.66
Share-TNFX,0,34.35
Share-SWAT,11.67,13.77
Share-ANFX,38.55,39.72
Share-SQKE,29.48,8.99
Share-BNSD,12.78,0.55
Share-XFCI,30.31,30.65
Share-CLVH,0,26.9
Share-TDMU,0,28.33
Share-RSBW,-4.93,19.55
Share-IUNE,-0.73,4.07
Share-SMHV,14.66,12.77
Share-WOQD,-8.9,35.7
Share-OKBS,0,8.59
Share-VWZM,40.41,36.2
Share-XFFR,21.73,4.99
Share-ZXET,17.97,2.95
Share-NHGK,-9.72,36.2
Share-HCIO,-8.32,25.41
Share-FOAV,26.17,23.59
Share-QFSM,0,15.07
Share-EPUR,0,17.73
Share-JGUL,-3.76,17.17
Share-QPVO,18.34,9.03
Share-MASZ,31.51,4.55
Share-FVRD,34.27,8.38
Share-GHQY,-0.23,32.05
Share-MJYL,29.91,9.18
Share-UYFV,33.3,26.4
Share-XYLX,0,39.22
Share-LQBV,0,3.45
Share-DOVC,10.62,8.12
Share-DEKT,-2.56,3.02
Share-NFLQ,25.89,34.78
Share-BDKN,22.79,4.7
Share-OPBR,39,38.95
Share-ZAWK,26.43,31.99
Share-OUFV,-9.44,3.57
Share-RPRY,0,15.3
Share-MOER,0,0.68
Share-PHHY,0,10.95
Share-DZXH,-8.97,5.65
Share-CNFG,-6.13,6.44
Share-JLUZ,34.32,18.67
Share-BZHY,24.22,1.75
Share-BXUF,-1.36,5.39
Share-TRGC,16.95,21.53
Share-FGMM,-7.28,34.25
Share-LZXM,26.4,11.74
Share-NMLA,-7.4,2.84
Share-EUFT,25.4,7.13
Share-ZTTS,0,38
Share-EWUO,-3.26,11.13
Share-JWGM,-9.37,24.98
Share-ASGL,-7.08,1.39
Share-BWCG,13.29,12.28
Share-VGBO,23.61,28.19
Share-QQNK,0,14.38
Share-MXQF,42.13,15.05
Share-BVWI,0,22.98
Share-UEEQ,-6.86,38.37
Share-JCWZ,3.86,8.13
Share-HKOT,25.39,3.46
Share-WHVN,13.23,14.31
Share-MBCK,41.85,12.01
Share-MVUM,19.16,23.4
Share-LJWS,17.6,29.2
Share-FMXA,-6.37,9.23
Share-HFJJ,-5.73,10.65
Share-SHXW,0,33.22
Share-JIEN,26.04,29.03
Share-BIDH,23.63,7.51
Share-VVGN,28.79,24.61
Share-RWIW,8.93,18.65
Share-OJKC,29.15,33.19
Share-GMIB,24.22,11.92
Share-WATV,0,28.21
Share-JMNJ,0,12.37
Share-DIZL,-0.72,18.4
Share-RALV,-6.54,33.97
Share-AVCY,16.83,5.57
Share-AIEB,27.14,7.6
Share-ZVXT,-2.01,34.15
Share-WHHK,15.17,4.1
Share-XHVF,29.05,25.53
Share-KPKI,21.32,12.42
Share-OLPM,0,26.39
Share-AOEQ,10.2,0.83
Share-ULSA,-7.74,14.35
Share-GKDH,32.41,36.94
